tweet_id,datetime,text,user,likes,retweets,sentiment
btc_00004941,2024-03-10 01:06:36,"BTC dump incoming, get out while you can! 🔻",alt_hunter,138,8,negative
btc_00004942,2024-03-10 02:32:56,Bitcoin crashing hard! Sell everything! 📉,bitcoin_maxie,152,15,negative
btc_00004943,2024-03-10 03:36:31,Bitcoin to the moon! 🚀 #BTC #crypto,hodl_gang,201,105,positive
btc_00004944,2024-03-10 03:14:09,BTC technical analysis shows strong uptrend ↗️,satoshi_fan,112,113,positive
btc_00004945,2024-03-10 03:44:01,BTC hodlers being rewarded! Diamond hands win 💎,crypto_news,322,78,positive
btc_00004946,2024-03-10 04:58:20,INTERESTING BITCOIN DEVELOPMENT: INSTITUTIONAL BUYING 🎯,crypto_news,24,4,neutral
btc_00004947,2024-03-10 04:48:26,Best decision ever: buying Bitcoin! 🙌,technical_ta,222,50,positive
btc_00004948,2024-03-10 05:30:31,Bitcoin breaking resistance! Bullish trend incoming 📈,bull_run,423,8,positive
btc_00004949,2024-03-10 05:50:25,Long-term Bitcoin holders not selling 🔒,crypto_bull,51,4,neutral
btc_00004950,2024-03-10 06:01:06,Bitcoin fear & greed at extreme levels! Crash coming 😰,moon_soon,61,21,negative
btc_00004951,2024-03-10 06:21:23,Lost 22% on Bitcoin this week... brutal 💔,btc_hodler,86,28,negative
btc_00004952,2024-03-10 06:55:27,"Bitcoin scam, government will ban it! ⚠️",btc_miner,62,21,negative
btc_00004953,2024-03-10 06:12:24,Bitcoin on-chain metrics showing mixed signals 📊,whale_watcher,94,28,neutral
btc_00004954,2024-03-10 06:56:37,LOST SO MUCH ON BITCOIN... NEVER AGAIN 😭,hodl_gang,258,75,negative
btc_00004955,2024-03-10 07:59:32,Regulatory pressure killing Bitcoin! Be careful! ⚖️,nft_collector,48,13,negative
btc_00004956,2024-03-10 08:49:14,"Bitcoin scam, government will ban it! ⚠️",bitcoin_maxie,101,41,negative
btc_00004957,2024-03-10 09:40:12,Bitcoin overvalued at current prices! Correction needed ⬇️ 🎯,crypto_skeptic,195,17,negative
btc_00004958,2024-03-10 09:09:15,Bitcoin stock-to-flow model update: ratio ETF approval,nft_collector,92,15,neutral
btc_00004959,2024-03-10 09:15:14,Best decision ever: buying Bitcoin! 🙌,crypto_trader,384,48,positive
btc_00004960,2024-03-10 09:37:52,Bitcoin to the moon! 🚀 #BTC #crypto 🚨,crypto_trader,313,64,positive
btc_00004961,2024-03-10 10:54:56,"Bearish on Bitcoin, downtrend confirmed 🐻",btc_miner,131,44,negative
btc_00004962,2024-03-10 10:48:21,BITCOIN SENTIMENT TURNING POSITIVE! RALLY INCOMING 🚀,trading_pro,426,139,positive
btc_00004963,2024-03-10 10:19:46,"Bitcoin scam, government will ban it! ⚠️",crypto_news,49,42,negative
btc_00004964,2024-03-10 10:55:25,SOLD ALL MY BTC BEFORE THE CRASH! DODGED BULLET 😅 💰,btc_hodler,185,34,negative
btc_00004965,2024-03-10 10:57:24,BITCOIN OVERVALUED AT CURRENT PRICES! CORRECTION NEEDED ⬇️,technical_ta,181,17,negative
btc_00004966,2024-03-10 11:24:24,Bullish on #Bitcoin! Target: $56k 🚀,fundamental,191,93,positive
btc_00004967,2024-03-10 11:16:10,Consolidation phase for Bitcoin continues ⏸️,nft_collector,34,11,neutral
btc_00004968,2024-03-10 12:09:27,"Bitcoin bubble bursting, warned you all 😱",sats_stacker,143,10,negative
btc_00004969,2024-03-10 12:54:02,Technical analysis shows Bitcoin crash to $41 📉,btc_miner,97,38,negative
btc_00004970,2024-03-10 12:53:12,DCA into Bitcoin = winning strategy 📊,crypto_trader,1206,96,positive
btc_00004971,2024-03-10 12:10:17,Regulatory pressure killing Bitcoin! Be careful! ⚖️,defi_degen,91,39,negative
btc_00004972,2024-03-10 12:04:59,Bitcoin overvalued at current prices! Correction needed ⬇️,moon_soon,131,74,negative
btc_00004973,2024-03-10 12:29:49,"Bitcoin = ponzi scheme, wake up people! ⚠️ 🔥",nft_collector,220,54,negative
btc_00004974,2024-03-10 13:15:12,Smart money accumulating Bitcoin quietly 👀,crypto_analyst,134,15,positive
btc_00004975,2024-03-10 14:34:37,Bitcoin currently trading at $47142 📊,bitcoin_og,150,29,neutral
btc_00004976,2024-03-10 14:37:01,Bitcoin correlation with stocks remains high 📊,crypto_news,81,27,neutral
btc_00004977,2024-03-10 15:21:54,Bitcoin stock-to-flow model update: ratio ETF approval,btc_hodler,100,10,neutral
btc_00004978,2024-03-10 15:48:26,Best decision ever: buying Bitcoin! 🙌,crypto_bull,964,33,positive
btc_00004979,2024-03-10 15:40:41,DCA into Bitcoin = winning strategy 📊,alt_hunter,730,107,positive
btc_00004980,2024-03-10 15:31:03,Institutions buying Bitcoin = moon time 🌙,moon_soon,291,84,positive
btc_00004981,2024-03-10 16:44:11,Market manipulation! Bitcoin not organic growth 😡,alt_hunter,120,57,negative
btc_00004982,2024-03-10 17:54:06,Just stacked more sats! Bitcoin only 🧡,technical_ta,540,285,positive
btc_00004983,2024-03-10 17:12:24,Survey: 43% of investors hold Bitcoin,bitcoin_maxie,121,21,neutral
btc_00004984,2024-03-10 18:19:18,Consolidation phase for Bitcoin continues ⏸️,hodl_gang,131,31,neutral
btc_00004985,2024-03-10 19:51:21,LOST 14% ON BITCOIN THIS WEEK... BRUTAL 💔,crypto_analyst,511,131,negative
btc_00004986,2024-03-10 19:00:38,"Bitcoin volume increasing, watching closely 👀",crypto_analyst,127,34,neutral
btc_00004987,2024-03-10 19:04:30,"BTC dump incoming, get out while you can! 🔻",trading_pro,380,88,negative
btc_00004988,2024-03-10 20:58:34,Bitcoin transaction fees too high! Unusable! 💸 🎯,fundamental,302,112,negative
btc_00004989,2024-03-10 20:12:00,Amazing gains on Bitcoin today! Up 10% 🎉,sats_stacker,997,107,positive
btc_00004990,2024-03-10 20:51:09,Institutional Bitcoin holdings update: ETF approval BTC,sats_stacker,114,32,neutral
btc_00004991,2024-03-10 21:18:52,"Bearish on Bitcoin, downtrend confirmed 🐻",crypto_news,382,69,negative
btc_00004992,2024-03-10 21:22:22,Bitcoin mining centralization = big problem ⚠️,fundamental,157,80,negative
btc_00004993,2024-03-10 21:30:41,"Bitcoin will hit $59k this year, mark my words! 📈 💰",crypto_trader,554,259,positive
btc_00004994,2024-03-10 21:40:14,"Bitcoin volume increasing, watching closely 👀",moon_soon,51,33,neutral
btc_00004995,2024-03-10 22:31:13,"Bitcoin dominance at 59%, altcoins struggling",on_chain_data,190,55,neutral
btc_00004996,2024-03-10 22:18:54,Bitcoin on-chain metrics showing mixed signals 📊,nft_collector,182,26,neutral
btc_00004997,2024-03-10 22:06:40,Bitcoin mining centralization = big problem ⚠️ 🚨,hodl_gang,374,60,negative
btc_00004998,2024-03-10 22:26:13,Just stacked more sats! Bitcoin only 🧡,crypto_news,358,61,positive
btc_00004999,2024-03-10 22:27:39,"BTC dump incoming, get out while you can! 🔻 🔥",btc_miner,187,124,negative
btc_00005000,2024-03-10 23:13:11,Long-term Bitcoin holders not selling 🔒,moon_soon,80,26,neutral
btc_00005001,2024-03-10 23:04:48,Bullish on #Bitcoin! Target: $69k 🚀,crypto_trader,88,55,positive
btc_00005002,2024-03-10 23:23:27,Just bought more $BTC! HODL strong 💎🙌,hodl_gang,222,75,positive
btc_00005003,2024-03-10 23:34:13,Bitcoin adoption growing massively! Bullish 📊,bull_run,34,17,positive
btc_00005004,2024-03-10 23:17:24,Tether FUD affecting Bitcoin price! Not good 😬,crypto_bull,117,23,negative
btc_00005005,2024-03-10 23:35:21,Analyzing Bitcoin chart patterns today 📈 💰,diamond_hands,75,17,neutral
btc_00005006,2024-03-11 00:39:11,Technical analysis shows Bitcoin crash to $35 📉,crypto_trader,253,48,negative
btc_00005007,2024-03-11 01:07:19,Just bought more $BTC! HODL strong 💎🙌,chart_master,399,125,positive
btc_00005008,2024-03-11 01:59:35,Just bought more $BTC! HODL strong 💎🙌 👀,defi_degen,123,10,positive
btc_00005009,2024-03-11 02:39:24,Bitcoin fear & greed at extreme levels! Crash coming 😰,crypto_trader,2256,732,negative
btc_00005010,2024-03-11 02:21:32,"Bitcoin bubble bursting, warned you all 😱",whale_watcher,55,18,negative
btc_00005011,2024-03-11 02:52:43,New Bitcoin ETF filing submitted by Blackrock,sats_stacker,21,14,neutral
btc_00005012,2024-03-11 03:01:08,Market update: Bitcoin sideways movement continues 💯,sats_stacker,10,14,neutral
btc_00005013,2024-03-11 03:16:31,Bitcoin to the moon! 🚀 #BTC #crypto,trading_pro,537,115,positive
btc_00005014,2024-03-11 04:35:09,Bitcoin > everything else. Change my mind 💪,chart_master,260,11,positive
btc_00005015,2024-03-11 04:07:42,Lost 14% on Bitcoin this week... brutal 💔,defi_degen,132,22,negative
btc_00005016,2024-03-11 05:15:37,Market update: Bitcoin sideways movement continues ⚡,moon_soon,33,3,neutral
btc_00005017,2024-03-11 05:08:51,"Bearish on Bitcoin, downtrend confirmed 🐻",sats_stacker,154,30,negative
btc_00005018,2024-03-11 05:43:02,Institutions buying Bitcoin = moon time 🌙,technical_ta,31,76,positive
btc_00005019,2024-03-11 06:03:38,Bitcoin breaking resistance! Bullish trend incoming 📈,crypto_bull,421,125,positive
btc_00005020,2024-03-11 06:15:00,"Bitcoin = ponzi scheme, wake up people! ⚠️ 💰",chart_master,248,25,negative
btc_00005021,2024-03-11 06:48:35,"BTC dump incoming, get out while you can! 🔻",defi_degen,174,20,negative
btc_00005022,2024-03-11 06:46:01,New Bitcoin ETF filing submitted by ETF approval 👀,technical_ta,19,6,neutral
btc_00005023,2024-03-11 07:40:45,STUDY SHOWS: BITCOIN VOLATILITY DECREASING OVER TIME,moon_soon,61,30,neutral
btc_00005024,2024-03-11 07:45:47,Bitcoin looking strong at $61 resistance broken!,crypto_analyst,198,79,positive
btc_00005025,2024-03-11 08:24:44,BTC technical analysis shows strong uptrend ↗️ 💯,bull_run,131,25,positive
btc_00005026,2024-03-11 08:44:37,DCA into Bitcoin = winning strategy 📊,sats_stacker,322,39,positive
btc_00005027,2024-03-11 08:49:22,BTC HODLERS BEING REWARDED! DIAMOND HANDS WIN 💎 🚨,bitcoin_maxie,102,60,positive
btc_00005028,2024-03-11 08:00:33,Interesting Bitcoin development: Fidelity 🚨,nft_collector,28,31,neutral
btc_00005029,2024-03-11 08:57:03,Bullish on #Bitcoin! Target: $65k 🚀,technical_ta,296,36,positive
btc_00005030,2024-03-11 09:31:46,BTC holding steady at Coinbase support level,moon_soon,35,12,neutral
btc_00005031,2024-03-11 09:39:34,Bitcoin stock-to-flow model update: ratio Square,on_chain_data,102,15,neutral
btc_00005032,2024-03-11 09:46:04,"Bitcoin bubble bursting, warned you all 😱 🔥",crypto_analyst,78,35,negative
btc_00005033,2024-03-11 09:46:18,"Bitcoin volume increasing, watching closely 👀",bitcoin_maxie,27,23,neutral
btc_00005034,2024-03-11 10:45:14,SMART MONEY ACCUMULATING BITCOIN QUIETLY 👀,bear_market,2506,603,positive
btc_00005035,2024-03-11 10:15:05,Bitcoin sentiment turning positive! Rally incoming 🚀,bull_run,503,28,positive
btc_00005036,2024-03-11 11:09:36,Bitcoin > everything else. Change my mind 💪,trading_pro,164,38,positive
btc_00005037,2024-03-11 11:47:02,Long-term Bitcoin holders not selling 🔒,crypto_news,44,2,neutral
btc_00005038,2024-03-11 12:52:43,Bitcoin > everything else. Change my mind 💪,fundamental,31,5,positive
btc_00005039,2024-03-11 12:23:09,Institutional Bitcoin holdings update: ETF approval BTC,satoshi_fan,15,23,neutral
btc_00005040,2024-03-11 12:55:45,Bitcoin sentiment turning positive! Rally incoming 🚀 ⚡,defi_degen,250,102,positive
btc_00005041,2024-03-11 13:10:42,Bitcoin mining centralization = big problem ⚠️,whale_watcher,69,59,negative
btc_00005042,2024-03-11 13:00:33,Technical analysis shows Bitcoin crash to $32 📉,alt_hunter,304,53,negative
btc_00005043,2024-03-11 13:34:20,Bitcoin correlation with stocks remains high 📊 🔥,whale_watcher,8,25,neutral
btc_00005044,2024-03-11 14:52:21,Institutional Bitcoin holdings update: ETF approval BTC,chart_master,157,48,neutral
btc_00005045,2024-03-11 15:34:14,Long-term Bitcoin holders not selling 🔒,satoshi_fan,179,11,neutral
btc_00005046,2024-03-11 15:07:50,Lost so much on Bitcoin... never again 😭,btc_miner,204,14,negative
btc_00005047,2024-03-11 15:12:05,"Crypto winter is here, Bitcoin going to $41 🥶",btc_miner,307,78,negative
btc_00005048,2024-03-11 15:18:39,"Bitcoin volume increasing, watching closely 👀",sats_stacker,215,28,neutral
btc_00005049,2024-03-11 16:55:11,BTC holding steady at Binance support level,whale_watcher,161,45,neutral
btc_00005050,2024-03-11 17:55:18,Market update: Bitcoin sideways movement continues,moon_soon,51,36,neutral
btc_00005051,2024-03-11 18:45:58,Best decision ever: buying Bitcoin! 🙌,bear_market,602,83,positive
btc_00005052,2024-03-11 18:34:41,Best performing asset: #Bitcoin 🏆,hodl_gang,122,286,positive
btc_00005053,2024-03-11 18:52:23,"Bitcoin dominance at 45%, altcoins struggling",sats_stacker,109,48,neutral
btc_00005054,2024-03-11 19:15:11,Consolidation phase for Bitcoin continues ⏸️,chart_master,207,31,neutral
btc_00005055,2024-03-11 19:31:51,Bitcoin sentiment turning positive! Rally incoming 🚀,nft_collector,696,325,positive
btc_00005056,2024-03-11 20:17:09,"BTC dump incoming, get out while you can! 🔻",defi_degen,568,40,negative
btc_00005057,2024-03-11 20:13:50,Bitcoin overvalued at current prices! Correction needed ⬇️,crypto_skeptic,590,99,negative
btc_00005058,2024-03-11 20:47:23,Regulatory pressure killing Bitcoin! Be careful! ⚖️,technical_ta,679,146,negative
btc_00005059,2024-03-11 20:12:25,Sold all my BTC before the crash! Dodged bullet 😅,hodl_gang,336,44,negative
btc_00005060,2024-03-11 21:34:46,BITCOIN MINING CENTRALIZATION = BIG PROBLEM ⚠️,diamond_hands,451,43,negative
btc_00005061,2024-03-11 21:21:28,Bitcoin to the moon! 🚀 #BTC #crypto 🔥,moon_soon,1144,246,positive
btc_00005062,2024-03-11 21:37:06,Bullish on #Bitcoin! Target: $69k 🚀 💰,whale_watcher,151,59,positive
btc_00005063,2024-03-11 22:52:19,Technical analysis shows Bitcoin crash to $26 📉,btc_hodler,103,114,negative
btc_00005064,2024-03-11 22:33:19,Best performing asset: #Bitcoin 🏆,hodl_gang,156,161,positive
btc_00005065,2024-03-11 22:14:52,STUDY SHOWS: BITCOIN VOLATILITY DECREASING OVER TIME ⚡,whale_watcher,95,24,neutral
btc_00005066,2024-03-11 22:09:55,Market update: Bitcoin sideways movement continues,fundamental,23,66,neutral
btc_00005067,2024-03-11 22:34:36,Best performing asset: #Bitcoin 🏆,bitcoin_maxie,244,94,positive
btc_00005068,2024-03-11 23:55:40,INSTITUTIONS BUYING BITCOIN = MOON TIME 🌙 🔥,hodl_gang,129,80,positive
btc_00005069,2024-03-11 23:47:58,BTC holding steady at regulation support level,technical_ta,33,2,neutral
btc_00005070,2024-03-12 00:53:17,Bitcoin hash ribbons indicating network congestion signal,bitcoin_og,40,25,neutral
btc_00005071,2024-03-12 00:14:59,Bitcoin correlation with stocks remains high 📊,crypto_bull,39,31,neutral
btc_00005072,2024-03-12 00:09:15,"Bitcoin dead, time to move on 💀",crypto_news,77,51,negative
btc_00005073,2024-03-12 00:37:18,Bitcoin looking strong at $65 resistance broken! 🔥,crypto_bull,121,153,positive
btc_00005074,2024-03-12 01:18:06,"Bitcoin bubble bursting, warned you all 😱 💰",crypto_news,251,15,negative
btc_00005075,2024-03-12 02:49:44,Smart money accumulating Bitcoin quietly 👀,whale_watcher,236,17,positive
btc_00005076,2024-03-12 02:55:20,Bitcoin fear & greed at extreme levels! Crash coming 😰,satoshi_fan,47,24,negative
btc_00005077,2024-03-12 02:02:03,Technical analysis shows Bitcoin crash to $38 📉 💰,crypto_skeptic,189,65,negative
btc_00005078,2024-03-12 02:05:41,Study shows: Bitcoin volatility decreasing over time,crypto_trader,74,1,neutral
btc_00005079,2024-03-12 02:50:55,BTC pumping hard! This is just the beginning 🔥,satoshi_fan,57,59,positive
btc_00005080,2024-03-12 03:24:36,"BTC dump incoming, get out while you can! 🔻",satoshi_fan,189,37,negative
btc_00005081,2024-03-12 03:56:48,Technical analysis shows Bitcoin crash to $34 📉,bitcoin_maxie,202,48,negative
btc_00005082,2024-03-12 03:40:05,"BITCOIN DEAD, TIME TO MOVE ON 💀 💰",satoshi_fan,1722,65,negative
btc_00005083,2024-03-12 04:08:49,Market update: Bitcoin sideways movement continues,moon_soon,7,3,neutral
btc_00005084,2024-03-12 05:35:41,STUDY SHOWS: BITCOIN VOLATILITY DECREASING OVER TIME 💯,satoshi_fan,57,34,neutral
btc_00005085,2024-03-12 06:29:14,BITCOIN HASH RIBBONS INDICATING INSTITUTIONAL BUYING SIGNAL,bitcoin_og,43,3,neutral
btc_00005086,2024-03-12 06:31:32,Analyzing Bitcoin chart patterns today 📈,hodl_gang,14,14,neutral
btc_00005087,2024-03-12 06:47:39,Bullish on #Bitcoin! Target: $66k 🚀 ⚡,hodl_gang,227,77,positive
btc_00005088,2024-03-12 06:35:31,BTC pumping hard! This is just the beginning 🔥 👀,crypto_trader,203,134,positive
btc_00005089,2024-03-12 06:16:41,BTC hodlers being rewarded! Diamond hands win 💎,sats_stacker,441,114,positive
btc_00005090,2024-03-12 07:12:15,Lost so much on Bitcoin... never again 😭,on_chain_data,60,85,negative
btc_00005091,2024-03-12 07:36:21,Bitcoin mining difficulty adjusted 55% 👀,alt_hunter,846,8,neutral
btc_00005092,2024-03-12 07:54:55,"BITCOIN = PONZI SCHEME, WAKE UP PEOPLE! ⚠️",chart_master,90,40,negative
btc_00005093,2024-03-12 07:35:15,Market update: Bitcoin sideways movement continues,bitcoin_og,65,14,neutral
btc_00005094,2024-03-12 08:16:40,BTC pumping hard! This is just the beginning 🔥,nft_collector,129,10,positive
btc_00005095,2024-03-12 08:36:15,"BTC DUMP INCOMING, GET OUT WHILE YOU CAN! 🔻",crypto_analyst,135,4,negative
btc_00005096,2024-03-12 09:40:40,Sold all my BTC before the crash! Dodged bullet 😅 👀,on_chain_data,212,44,negative
btc_00005097,2024-03-12 09:39:27,Bitcoin adoption growing massively! Bullish 📊,btc_miner,137,83,positive
btc_00005098,2024-03-12 09:12:54,"Bitcoin dominance at 49%, altcoins struggling",fundamental,16,13,neutral
btc_00005099,2024-03-12 09:12:05,BTC holding steady at Binance support level,crypto_skeptic,40,17,neutral
btc_00005100,2024-03-12 09:02:13,Bullish on #Bitcoin! Target: $54k 🚀,trading_pro,370,18,positive
btc_00005101,2024-03-12 09:47:31,Long-term Bitcoin holders not selling 🔒,trading_pro,89,2,neutral
btc_00005102,2024-03-12 10:44:59,Analyzing Bitcoin chart patterns today 📈,btc_miner,91,29,neutral
btc_00005103,2024-03-12 10:02:38,Smart money accumulating Bitcoin quietly 👀,trading_pro,175,69,positive
btc_00005104,2024-03-12 10:02:06,BTC hodlers being rewarded! Diamond hands win 💎 💯,chart_master,316,47,positive
btc_00005105,2024-03-12 10:38:33,BTC technical analysis shows strong uptrend ↗️,chart_master,127,61,positive
btc_00005106,2024-03-12 10:11:23,Consolidation phase for Bitcoin continues ⏸️,fundamental,91,12,neutral
btc_00005107,2024-03-12 10:09:55,Bitcoin currently trading at $49132 📊,crypto_bull,82,11,neutral
btc_00005108,2024-03-12 11:57:55,"Bitcoin scam, government will ban it! ⚠️ 🔥",crypto_analyst,66,16,negative
btc_00005109,2024-03-12 12:34:05,Best performing asset: #Bitcoin 🏆,technical_ta,126,53,positive
btc_00005110,2024-03-12 12:14:26,Bitcoin trading range: $48608 - $50592 💯,nft_collector,46,21,neutral
btc_00005111,2024-03-12 13:55:25,Bitcoin crashing hard! Sell everything! 📉,chart_master,380,120,negative
btc_00005112,2024-03-12 13:37:22,"Crypto winter is here, Bitcoin going to $31 🥶",crypto_analyst,299,41,negative
btc_00005113,2024-03-12 13:59:04,Bitcoin correlation with stocks remains high 📊,crypto_bull,29,3,neutral
btc_00005114,2024-03-12 13:31:12,Consolidation phase for Bitcoin continues ⏸️,chart_master,47,10,neutral
btc_00005115,2024-03-12 14:11:01,Bitcoin mining centralization = big problem ⚠️ 🔥,bitcoin_maxie,101,19,negative
btc_00005116,2024-03-12 14:48:30,Lost 19% on Bitcoin this week... brutal 💔 🚨,trading_pro,212,112,negative
btc_00005117,2024-03-12 14:47:11,STUDY SHOWS: BITCOIN VOLATILITY DECREASING OVER TIME,nft_collector,87,32,neutral
btc_00005118,2024-03-12 15:42:05,Lost so much on Bitcoin... never again 😭,diamond_hands,364,133,negative
btc_00005119,2024-03-12 15:40:47,LONG-TERM BITCOIN HOLDERS NOT SELLING 🔒,hodl_gang,98,54,neutral
btc_00005120,2024-03-12 15:28:56,"Bitcoin volume increasing, watching closely 👀",crypto_skeptic,81,48,neutral
btc_00005121,2024-03-12 16:48:13,Bitcoin adoption growing massively! Bullish 📊,diamond_hands,472,20,positive
btc_00005122,2024-03-12 16:10:58,Just stacked more sats! Bitcoin only 🧡,hodl_gang,270,234,positive
btc_00005123,2024-03-12 16:58:19,New Bitcoin ETF filing submitted by Tesla,crypto_analyst,145,47,neutral
btc_00005124,2024-03-12 17:05:00,Sold all my BTC before the crash! Dodged bullet 😅,bitcoin_maxie,518,99,negative
btc_00005125,2024-03-12 17:34:34,"BEARISH ON BITCOIN, DOWNTREND CONFIRMED 🐻 🎯",bitcoin_maxie,183,116,negative
btc_00005126,2024-03-12 18:35:11,Market manipulation! Bitcoin not organic growth 😡,whale_watcher,563,107,negative
btc_00005127,2024-03-12 18:36:43,"Bitcoin dead, time to move on 💀 💯",crypto_news,331,43,negative
btc_00005128,2024-03-12 19:48:41,Bitcoin currently trading at $48032 📊,diamond_hands,53,6,neutral
btc_00005129,2024-03-12 19:28:22,Technical analysis shows Bitcoin crash to $39 📉 🔥,defi_degen,318,26,negative
btc_00005130,2024-03-12 19:14:48,"Bitcoin = ponzi scheme, wake up people! ⚠️",bear_market,552,49,negative
btc_00005131,2024-03-12 20:28:33,"Bitcoin volume increasing, watching closely 👀",bitcoin_maxie,86,56,neutral
btc_00005132,2024-03-12 20:50:28,Bitcoin stock-to-flow model update: ratio Grayscale,crypto_trader,117,25,neutral
btc_00005133,2024-03-12 21:30:58,Amazing gains on Bitcoin today! Up 4% 🎉,moon_soon,255,312,positive
btc_00005134,2024-03-12 21:36:25,Amazing gains on Bitcoin today! Up 12% 🎉,technical_ta,840,150,positive
btc_00005135,2024-03-12 21:17:54,"Bitcoin volume increasing, watching closely 👀",crypto_bull,47,41,neutral
btc_00005136,2024-03-12 21:49:10,Bitcoin > everything else. Change my mind 💪,crypto_bull,922,28,positive
btc_00005137,2024-03-12 22:37:34,Just stacked more sats! Bitcoin only 🧡 ⚡,hodl_gang,830,44,positive
btc_00005138,2024-03-12 22:47:04,Bitcoin mining difficulty adjusted 58%,bitcoin_og,1026,585,neutral
btc_00005139,2024-03-12 22:43:36,Bitcoin network upgrade scheduled for MicroStrategy,alt_hunter,116,54,neutral
btc_00005140,2024-03-12 22:11:01,Market update: Bitcoin sideways movement continues,diamond_hands,126,19,neutral
btc_00005141,2024-03-12 23:58:18,Bitcoin > everything else. Change my mind 💪,technical_ta,252,13,positive
btc_00005142,2024-03-12 23:41:05,BTC technical analysis shows strong uptrend ↗️,bitcoin_maxie,253,54,positive
btc_00005143,2024-03-12 23:49:20,Best performing asset: #Bitcoin 🏆,sats_stacker,130,67,positive
btc_00005144,2024-03-13 00:20:18,Bitcoin overvalued at current prices! Correction needed ⬇️,crypto_bull,260,16,negative
btc_00005145,2024-03-13 00:39:41,"Bitcoin dominance at 43%, altcoins struggling",on_chain_data,45,6,neutral
btc_00005146,2024-03-13 00:39:52,Bitcoin overvalued at current prices! Correction needed ⬇️,satoshi_fan,83,35,negative
btc_00005147,2024-03-13 01:40:03,"BTC dump incoming, get out while you can! 🔻",moon_soon,38,14,negative
btc_00005148,2024-03-13 01:18:46,Regulatory pressure killing Bitcoin! Be careful! ⚖️,defi_degen,80,6,negative
btc_00005149,2024-03-13 01:36:10,BTC holding steady at Binance support level,crypto_trader,37,28,neutral
btc_00005150,2024-03-13 01:45:28,Bitcoin stock-to-flow model update: ratio adoption 🔥,crypto_trader,90,20,neutral
btc_00005151,2024-03-13 02:13:01,Just bought more $BTC! HODL strong 💎🙌,whale_watcher,143,9,positive
btc_00005152,2024-03-13 02:45:33,Bitcoin mining difficulty adjusted 47%,diamond_hands,53,16,neutral
btc_00005153,2024-03-13 02:03:17,Bitcoin hashrate at ATH! Network security = bullish 🔒 👀,hodl_gang,344,45,positive
btc_00005154,2024-03-13 02:58:37,Market manipulation! Bitcoin not organic growth 😡,bitcoin_maxie,99,62,negative
btc_00005155,2024-03-13 03:09:00,Bitcoin on-chain metrics showing mixed signals 📊,moon_soon,8,2,neutral
btc_00005156,2024-03-13 03:55:50,Regulatory pressure killing Bitcoin! Be careful! ⚖️,nft_collector,104,28,negative
btc_00005157,2024-03-13 03:43:11,Survey: 54% of investors hold Bitcoin,chart_master,30,14,neutral
btc_00005158,2024-03-13 03:30:41,Consolidation phase for Bitcoin continues ⏸️ ⚡,chart_master,242,176,neutral
btc_00005159,2024-03-13 04:32:13,Tether FUD affecting Bitcoin price! Not good 😬,sats_stacker,139,19,negative
btc_00005160,2024-03-13 05:41:13,DCA into Bitcoin = winning strategy 📊 🚨,btc_hodler,110,93,positive
btc_00005161,2024-03-13 05:22:43,Bitcoin adoption growing massively! Bullish 📊,crypto_skeptic,268,88,positive
btc_00005162,2024-03-13 05:35:43,Bitcoin trading range: $48597 - $50581,technical_ta,25,24,neutral
btc_00005163,2024-03-13 05:34:25,Smart money accumulating Bitcoin quietly 👀,chart_master,309,30,positive
btc_00005164,2024-03-13 05:52:52,Institutions buying Bitcoin = moon time 🌙,trading_pro,68,94,positive
btc_00005165,2024-03-13 05:17:22,Study shows: Bitcoin volatility decreasing over time,crypto_bull,65,15,neutral
btc_00005166,2024-03-13 06:53:35,Market manipulation! Bitcoin not organic growth 😡,sats_stacker,109,38,negative
btc_00005167,2024-03-13 06:41:58,Market manipulation! Bitcoin not organic growth 😡,fundamental,47,91,negative
btc_00005168,2024-03-13 07:50:19,Interesting Bitcoin development: Grayscale,bitcoin_maxie,176,72,neutral
btc_00005169,2024-03-13 07:54:33,TETHER FUD AFFECTING BITCOIN PRICE! NOT GOOD 😬 👀,technical_ta,175,4,negative
btc_00005170,2024-03-13 08:17:50,Bitcoin correlation with stocks remains high 📊,on_chain_data,28,27,neutral
btc_00005171,2024-03-13 08:19:17,Amazing gains on Bitcoin today! Up 15% 🎉,crypto_analyst,167,71,positive
btc_00005172,2024-03-13 08:42:27,BITCOIN CURRENTLY TRADING AT $47440 📊,bull_run,30,9,neutral
btc_00005173,2024-03-13 08:17:01,Bullish on #Bitcoin! Target: $61k 🚀,defi_degen,52,45,positive
btc_00005174,2024-03-13 09:00:31,"Bitcoin bubble bursting, warned you all 😱",btc_hodler,205,40,negative
btc_00005175,2024-03-13 09:14:46,Bitcoin > everything else. Change my mind 💪,chart_master,163,44,positive
btc_00005176,2024-03-13 09:44:28,Bitcoin adoption growing massively! Bullish 📊,on_chain_data,119,25,positive
btc_00005177,2024-03-13 09:45:36,Smart money accumulating Bitcoin quietly 👀,satoshi_fan,317,11,positive
btc_00005178,2024-03-13 09:25:13,BEST DECISION EVER: BUYING BITCOIN! 🙌,crypto_skeptic,380,82,positive
btc_00005179,2024-03-13 09:15:22,"Bitcoin volume increasing, watching closely 👀 🔥",nft_collector,30,28,neutral
btc_00005180,2024-03-13 10:22:26,Tether FUD affecting Bitcoin price! Not good 😬,chart_master,121,46,negative
